"REF_DATE","GEO","DGUID","Labour force characteristics","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017-03","Montréal, Quebec","2021S0503462","Participation rate","Standard error of year-over-year change","Seasonally adjusted","Percent","239","units","0","v1642719986","1.6.4.1","1.0","","","","1"
"2017-03","Montréal, Quebec","2021S0503462","Employment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1642719988","1.7.1.1","62.2","","","","1"
"2017-03","Montréal, Quebec","2021S0503462","Employment rate","Estimate","Unadjusted","Percent","239","units","0","v1642719989","1.7.1.2","61.4","","","","1"
"2017-03","Montréal, Quebec","2021S0503462","Employment rate","Standard error of estimate","Seasonally adjusted","Percent","239","units","0","v1642719990","1.7.2.1","0.8","","","","1"
"2017-03","Montréal, Quebec","2021S0503462","Employment rate","Standard error of month-to-month change","Seasonally adjusted","Percent","239","units","0","v1642719992","1.7.3.1","0.5","","","","1"
"2017-03","Montréal, Quebec","2021S0503462","Employment rate","Standard error of year-over-year change","Seasonally adjusted","Percent","239","units","0","v1642719994","1.7.4.1","1.0","","","","1"
"2017-03","Toronto, Ontario","2021S0503535","Population","Estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642719996","2.1.1.1","5131.1","","","","1"
"2017-03","Toronto, Ontario","2021S0503535","Population","Estimate","Unadjusted","Persons in thousands","428","units","0","v1642719997","2.1.1.2","5131.1","","","","1"
"2017-03","Toronto, Ontario","2021S0503535","Labour force","Estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642720004","2.2.1.1","3426.3","","","","1"
"2017-03","Toronto, Ontario","2021S0503535","Labour force","Estimate","Unadjusted","Persons in thousands","428","units","0","v1642720005","2.2.1.2","3382.9","","","","1"
"2017-03","Toronto, Ontario","2021S0503535","Labour force","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642720006","2.2.2.1","32.0","","","","1"
"2017-03","Toronto, Ontario","2021S0503535","Labour force","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","units","0","v1642720008","2.2.3.1","21.9","","","","1"
"2017-03","Toronto, Ontario","2021S0503535","Labour force","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","units","0","v1642720010","2.2.4.1","40.0","","","","1"
"2017-03","Toronto, Ontario","2021S0503535","Employment","Estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642720012","2.3.1.1","3188.2","","","","1"
"2017-03","Toronto, Ontario","2021S0503535","Employment","Estimate","Unadjusted","Persons in thousands","428","units","0","v1642720013","2.3.1.2","3143.2","","","","1"
"2017-03","Toronto, Ontario","2021S0503535","Employment","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642720014","2.3.2.1","32.4","","","","1"
"2017-03","Toronto, Ontario","2021S0503535","Employment","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","units","0","v1642720016","2.3.3.1","21.2","","","","1"
"2017-03","Toronto, Ontario","2021S0503535","Employment","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","units","0","v1642720018","2.3.4.1","41.6","","","","1"
"2017-03","Toronto, Ontario","2021S0503535","Unemployment","Estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642720020","2.4.1.1","238.1","","","","1"
"2017-03","Toronto, Ontario","2021S0503535","Unemployment","Estimate","Unadjusted","Persons in thousands","428","units","0","v1642720021","2.4.1.2","239.7","","","","1"
"2017-03","Toronto, Ontario","2021S0503535","Unemployment","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642720022","2.4.2.1","14.8","","","","1"
"2017-03","Toronto, Ontario","2021S0503535","Unemployment","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","units","0","v1642720024","2.4.3.1","14.2","","","","1"
"2017-03","Toronto, Ontario","2021S0503535","Unemployment","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","units","0","v1642720026","2.4.4.1","20.1","","","","1"
"2017-03","Toronto, Ontario","2021S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1642720028","2.5.1.1","6.9","","","","1"
"2017-03","Toronto, Ontario","2021S0503535","Unemployment rate","Estimate","Unadjusted","Percent","239","units","0","v1642720029","2.5.1.2","7.1","","","","1"
"2017-03","Toronto, Ontario","2021S0503535","Unemployment rate","Standard error of estimate","Seasonally adjusted","Percent","239","units","0","v1642720030","2.5.2.1","0.4","","","","1"
"2017-03","Toronto, Ontario","2021S0503535","Unemployment rate","Standard error of month-to-month change","Seasonally adjusted","Percent","239","units","0","v1642720032","2.5.3.1","0.4","","","","1"
"2017-03","Toronto, Ontario","2021S0503535","Unemployment rate","Standard error of year-over-year change","Seasonally adjusted","Percent","239","units","0","v1642720034","2.5.4.1","0.6","","","","1"
"2017-03","Toronto, Ontario","2021S0503535","Participation rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1642720036","2.6.1.1","66.8","","","","1"
"2017-03","Toronto, Ontario","2021S0503535","Participation rate","Estimate","Unadjusted","Percent","239","units","0","v1642720037","2.6.1.2","65.9","","","","1"
"2017-03","Toronto, Ontario","2021S0503535","Participation rate","Standard error of estimate","Seasonally adjusted","Percent","239","units","0","v1642720038","2.6.2.1","0.6","","","","1"
"2017-03","Toronto, Ontario","2021S0503535","Participation rate","Standard error of month-to-month change","Seasonally adjusted","Percent","239","units","0","v1642720040","2.6.3.1","0.4","","","","1"
"2017-03","Toronto, Ontario","2021S0503535","Participation rate","Standard error of year-over-year change","Seasonally adjusted","Percent","239","units","0","v1642720042","2.6.4.1","0.8","","","","1"
"2017-03","Toronto, Ontario","2021S0503535","Employment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1642720044","2.7.1.1","62.1","","","","1"
"2017-03","Toronto, Ontario","2021S0503535","Employment rate","Estimate","Unadjusted","Percent","239","units","0","v1642720045","2.7.1.2","61.3","","","","1"
"2017-03","Toronto, Ontario","2021S0503535","Employment rate","Standard error of estimate","Seasonally adjusted","Percent","239","units","0","v1642720046","2.7.2.1","0.6","","","","1"
"2017-03","Toronto, Ontario","2021S0503535","Employment rate","Standard error of month-to-month change","Seasonally adjusted","Percent","239","units","0","v1642720048","2.7.3.1","0.4","","","","1"
"2017-03","Toronto, Ontario","2021S0503535","Employment rate","Standard error of year-over-year change","Seasonally adjusted","Percent","239","units","0","v1642720050","2.7.4.1","0.8","","","","1"
"2017-03","Vancouver, British Columbia","2021S0503933","Population","Estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642720052","3.1.1.1","2206.7","","","","1"
"2017-03","Vancouver, British Columbia","2021S0503933","Population","Estimate","Unadjusted","Persons in thousands","428","units","0","v1642720053","3.1.1.2","2206.7","","","","1"
"2017-03","Vancouver, British Columbia","2021S0503933","Labour force","Estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642720060","3.2.1.1","1486.7","","","","1"
"2017-03","Vancouver, British Columbia","2021S0503933","Labour force","Estimate","Unadjusted","Persons in thousands","428","units","0","v1642720061","3.2.1.2","1476.9","","","","1"
"2017-03","Vancouver, British Columbia","2021S0503933","Labour force","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642720062","3.2.2.1","17.9","","","","1"
"2017-03","Vancouver, British Columbia","2021S0503933","Labour force","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","units","0","v1642720064","3.2.3.1","11.6","","","","1"
"2017-03","Vancouver, British Columbia","2021S0503933","Labour force","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","units","0","v1642720066","3.2.4.1","22.9","","","","1"
"2017-03","Vancouver, British Columbia","2021S0503933","Employment","Estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642720068","3.3.1.1","1413.2","","","","1"
"2017-03","Vancouver, British Columbia","2021S0503933","Employment","Estimate","Unadjusted","Persons in thousands","428","units","0","v1642720069","3.3.1.2","1401.7","","","","1"
"2017-03","Vancouver, British Columbia","2021S0503933","Employment","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642720070","3.3.2.1","18.4","","","","1"
"2017-03","Vancouver, British Columbia","2021S0503933","Employment","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","units","0","v1642720072","3.3.3.1","11.5","","","","1"
"2017-03","Vancouver, British Columbia","2021S0503933","Employment","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","units","0","v1642720074","3.3.4.1","23.5","","","","1"
"2017-03","Vancouver, British Columbia","2021S0503933","Unemployment","Estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642720076","3.4.1.1","73.5","","","","1"
"2017-03","Vancouver, British Columbia","2021S0503933","Unemployment","Estimate","Unadjusted","Persons in thousands","428","units","0","v1642720077","3.4.1.2","75.2","","","","1"
"2017-03","Vancouver, British Columbia","2021S0503933","Unemployment","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642720078","3.4.2.1","7.5","","","","1"
"2017-03","Vancouver, British Columbia","2021S0503933","Unemployment","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","units","0","v1642720080","3.4.3.1","8.0","","","","1"
"2017-03","Vancouver, British Columbia","2021S0503933","Unemployment","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","units","0","v1642720082","3.4.4.1","10.7","","","","1"
"2017-03","Vancouver, British Columbia","2021S0503933","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1642720084","3.5.1.1","4.9","","","","1"
"2017-03","Vancouver, British Columbia","2021S0503933","Unemployment rate","Estimate","Unadjusted","Percent","239","units","0","v1642720085","3.5.1.2","5.1","","","","1"
"2017-03","Vancouver, British Columbia","2021S0503933","Unemployment rate","Standard error of estimate","Seasonally adjusted","Percent","239","units","0","v1642720086","3.5.2.1","0.5","","","","1"
"2017-03","Vancouver, British Columbia","2021S0503933","Unemployment rate","Standard error of month-to-month change","Seasonally adjusted","Percent","239","units","0","v1642720088","3.5.3.1","0.5","","","","1"
"2017-03","Vancouver, British Columbia","2021S0503933","Unemployment rate","Standard error of year-over-year change","Seasonally adjusted","Percent","239","units","0","v1642720090","3.5.4.1","0.7","","","","1"
"2017-03","Vancouver, British Columbia","2021S0503933","Participation rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1642720092","3.6.1.1","67.4","","","","1"
"2017-03","Vancouver, British Columbia","2021S0503933","Participation rate","Estimate","Unadjusted","Percent","239","units","0","v1642720093","3.6.1.2","66.9","","","","1"
"2017-03","Vancouver, British Columbia","2021S0503933","Participation rate","Standard error of estimate","Seasonally adjusted","Percent","239","units","0","v1642720094","3.6.2.1","0.8","","","","1"
"2017-03","Vancouver, British Columbia","2021S0503933","Participation rate","Standard error of month-to-month change","Seasonally adjusted","Percent","239","units","0","v1642720096","3.6.3.1","0.5","","","","1"
"2017-03","Vancouver, British Columbia","2021S0503933","Participation rate","Standard error of year-over-year change","Seasonally adjusted","Percent","239","units","0","v1642720098","3.6.4.1","1.1","","","","1"
"2017-03","Vancouver, British Columbia","2021S0503933","Employment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1642720100","3.7.1.1","64.0","","","","1"
"2017-03","Vancouver, British Columbia","2021S0503933","Employment rate","Estimate","Unadjusted","Percent","239","units","0","v1642720101","3.7.1.2","63.5","","","","1"
"2017-03","Vancouver, British Columbia","2021S0503933","Employment rate","Standard error of estimate","Seasonally adjusted","Percent","239","units","0","v1642720102","3.7.2.1","0.8","","","","1"
"2017-03","Vancouver, British Columbia","2021S0503933","Employment rate","Standard error of month-to-month change","Seasonally adjusted","Percent","239","units","0","v1642720104","3.7.3.1","0.5","","","","1"
"2017-03","Vancouver, British Columbia","2021S0503933","Employment rate","Standard error of year-over-year change","Seasonally adjusted","Percent","239","units","0","v1642720106","3.7.4.1","1.1","","","","1"
"2017-04","Montréal, Quebec","2021S0503462","Population","Estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642719940","1.1.1.1","3444.6","","","","1"
"2017-04","Montréal, Quebec","2021S0503462","Population","Estimate","Unadjusted","Persons in thousands","428","units","0","v1642719941","1.1.1.2","3444.6","","","","1"
"2017-04","Montréal, Quebec","2021S0503462","Labour force","Estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642719948","1.2.1.1","2308.9","","","","1"
"2017-04","Montréal, Quebec","2021S0503462","Labour force","Estimate","Unadjusted","Persons in thousands","428","units","0","v1642719949","1.2.1.2","2283.0","","","","1"
"2017-04","Montréal, Quebec","2021S0503462","Labour force","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642719950","1.2.2.1","25.9","","","","1"
"2017-04","Montréal, Quebec","2021S0503462","Labour force","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","units","0","v1642719952","1.2.3.1","16.2","","","","1"
"2017-04","Montréal, Quebec","2021S0503462","Labour force","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","units","0","v1642719954","1.2.4.1","33.5","","","","1"
"2017-04","Montréal, Quebec","2021S0503462","Employment","Estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642719956","1.3.1.1","2160.8","","","","1"
"2017-04","Montréal, Quebec","2021S0503462","Employment","Estimate","Unadjusted","Persons in thousands","428","units","0","v1642719957","1.3.1.2","2125.5","","","","1"
"2017-04","Montréal, Quebec","2021S0503462","Employment","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642719958","1.3.2.1","26.7","","","","1"
"2017-04","Montréal, Quebec","2021S0503462","Employment","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","units","0","v1642719960","1.3.3.1","16.6","","","","1"
"2017-04","Montréal, Quebec","2021S0503462","Employment","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","units","0","v1642719962","1.3.4.1","34.2","","","","1"
"2017-04","Montréal, Quebec","2021S0503462","Unemployment","Estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642719964","1.4.1.1","148.1","","","","1"
"2017-04","Montréal, Quebec","2021S0503462","Unemployment","Estimate","Unadjusted","Persons in thousands","428","units","0","v1642719965","1.4.1.2","157.4","","","","1"
"2017-04","Montréal, Quebec","2021S0503462","Unemployment","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642719966","1.4.2.1","12.6","","","","1"
"2017-04","Montréal, Quebec","2021S0503462","Unemployment","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","units","0","v1642719968","1.4.3.1","11.8","","","","1"
"2017-04","Montréal, Quebec","2021S0503462","Unemployment","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","units","0","v1642719970","1.4.4.1","17.9","","","","1"
"2017-04","Montréal, Quebec","2021S0503462","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1642719972","1.5.1.1","6.4","","","","1"
"2017-04","Montréal, Quebec","2021S0503462","Unemployment rate","Estimate","Unadjusted","Percent","239","units","0","v1642719973","1.5.1.2","6.9","","","","1"
"2017-04","Montréal, Quebec","2021S0503462","Unemployment rate","Standard error of estimate","Seasonally adjusted","Percent","239","units","0","v1642719974","1.5.2.1","0.5","","","","1"
"2017-04","Montréal, Quebec","2021S0503462","Unemployment rate","Standard error of month-to-month change","Seasonally adjusted","Percent","239","units","0","v1642719976","1.5.3.1","0.5","","","","1"
"2017-04","Montréal, Quebec","2021S0503462","Unemployment rate","Standard error of year-over-year change","Seasonally adjusted","Percent","239","units","0","v1642719978","1.5.4.1","0.8","","","","1"
"2017-04","Montréal, Quebec","2021S0503462","Participation rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1642719980","1.6.1.1","67.0","","","","1"
"2017-04","Montréal, Quebec","2021S0503462","Participation rate","Estimate","Unadjusted","Percent","239","units","0","v1642719981","1.6.1.2","66.3","","","","1"
"2017-04","Montréal, Quebec","2021S0503462","Participation rate","Standard error of estimate","Seasonally adjusted","Percent","239","units","0","v1642719982","1.6.2.1","0.8","","","","1"
"2017-04","Montréal, Quebec","2021S0503462","Participation rate","Standard error of month-to-month change","Seasonally adjusted","Percent","239","units","0","v1642719984","1.6.3.1","0.5","","","","1"
"2017-04","Montréal, Quebec","2021S0503462","Participation rate","Standard error of year-over-year change","Seasonally adjusted","Percent","239","units","0","v1642719986","1.6.4.1","1.0","","","","1"
"2017-04","Montréal, Quebec","2021S0503462","Employment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1642719988","1.7.1.1","62.7","","","","1"
"2017-04","Montréal, Quebec","2021S0503462","Employment rate","Estimate","Unadjusted","Percent","239","units","0","v1642719989","1.7.1.2","61.7","","","","1"
"2017-04","Montréal, Quebec","2021S0503462","Employment rate","Standard error of estimate","Seasonally adjusted","Percent","239","units","0","v1642719990","1.7.2.1","0.8","","","","1"
"2017-04","Montréal, Quebec","2021S0503462","Employment rate","Standard error of month-to-month change","Seasonally adjusted","Percent","239","units","0","v1642719992","1.7.3.1","0.5","","","","1"
"2017-04","Montréal, Quebec","2021S0503462","Employment rate","Standard error of year-over-year change","Seasonally adjusted","Percent","239","units","0","v1642719994","1.7.4.1","1.0","","","","1"
"2017-04","Toronto, Ontario","2021S0503535","Population","Estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642719996","2.1.1.1","5137.3","","","","1"
"2017-04","Toronto, Ontario","2021S0503535","Population","Estimate","Unadjusted","Persons in thousands","428","units","0","v1642719997","2.1.1.2","5137.3","","","","1"
"2017-04","Toronto, Ontario","2021S0503535","Labour force","Estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642720004","2.2.1.1","3425.8","","","","1"
"2017-04","Toronto, Ontario","2021S0503535","Labour force","Estimate","Unadjusted","Persons in thousands","428","units","0","v1642720005","2.2.1.2","3396.2","","","","1"
"2017-04","Toronto, Ontario","2021S0503535","Labour force","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642720006","2.2.2.1","32.0","","","","1"
"2017-04","Toronto, Ontario","2021S0503535","Labour force","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","units","0","v1642720008","2.2.3.1","21.9","","","","1"
"2017-04","Toronto, Ontario","2021S0503535","Labour force","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","units","0","v1642720010","2.2.4.1","40.0","","","","1"
"2017-04","Toronto, Ontario","2021S0503535","Employment","Estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642720012","2.3.1.1","3203.4","","","","1"
"2017-04","Toronto, Ontario","2021S0503535","Employment","Estimate","Unadjusted","Persons in thousands","428","units","0","v1642720013","2.3.1.2","3189.3","","","","1"
"2017-04","Toronto, Ontario","2021S0503535","Employment","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642720014","2.3.2.1","32.4","","","","1"
"2017-04","Toronto, Ontario","2021S0503535","Employment","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","units","0","v1642720016","2.3.3.1","21.2","","","","1"
"2017-04","Toronto, Ontario","2021S0503535","Employment","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","units","0","v1642720018","2.3.4.1","41.6","","","","1"
"2017-04","Toronto, Ontario","2021S0503535","Unemployment","Estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642720020","2.4.1.1","222.4","","","","1"
"2017-04","Toronto, Ontario","2021S0503535","Unemployment","Estimate","Unadjusted","Persons in thousands","428","units","0","v1642720021","2.4.1.2","206.9","","","","1"
"2017-04","Toronto, Ontario","2021S0503535","Unemployment","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642720022","2.4.2.1","14.8","","","","1"
"2017-04","Toronto, Ontario","2021S0503535","Unemployment","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","units","0","v1642720024","2.4.3.1","14.2","","","","1"
"2017-04","Toronto, Ontario","2021S0503535","Unemployment","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","units","0","v1642720026","2.4.4.1","20.1","","","","1"
"2017-04","Toronto, Ontario","2021S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1642720028","2.5.1.1","6.5","","","","1"
"2017-04","Toronto, Ontario","2021S0503535","Unemployment rate","Estimate","Unadjusted","Percent","239","units","0","v1642720029","2.5.1.2","6.1","","","","1"
"2017-04","Toronto, Ontario","2021S0503535","Unemployment rate","Standard error of estimate","Seasonally adjusted","Percent","239","units","0","v1642720030","2.5.2.1","0.4","","","","1"
"2017-04","Toronto, Ontario","2021S0503535","Unemployment rate","Standard error of month-to-month change","Seasonally adjusted","Percent","239","units","0","v1642720032","2.5.3.1","0.4","","","","1"
"2017-04","Toronto, Ontario","2021S0503535","Unemployment rate","Standard error of year-over-year change","Seasonally adjusted","Percent","239","units","0","v1642720034","2.5.4.1","0.6","","","","1"
"2017-04","Toronto, Ontario","2021S0503535","Participation rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1642720036","2.6.1.1","66.7","","","","1"
"2017-04","Toronto, Ontario","2021S0503535","Participation rate","Estimate","Unadjusted","Percent","239","units","0","v1642720037","2.6.1.2","66.1","","","","1"
"2017-04","Toronto, Ontario","2021S0503535","Participation rate","Standard error of estimate","Seasonally adjusted","Percent","239","units","0","v1642720038","2.6.2.1","0.6","","","","1"
"2017-04","Toronto, Ontario","2021S0503535","Participation rate","Standard error of month-to-month change","Seasonally adjusted","Percent","239","units","0","v1642720040","2.6.3.1","0.4","","","","1"
"2017-04","Toronto, Ontario","2021S0503535","Participation rate","Standard error of year-over-year change","Seasonally adjusted","Percent","239","units","0","v1642720042","2.6.4.1","0.8","","","","1"
"2017-04","Toronto, Ontario","2021S0503535","Employment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1642720044","2.7.1.1","62.4","","","","1"
"2017-04","Toronto, Ontario","2021S0503535","Employment rate","Estimate","Unadjusted","Percent","239","units","0","v1642720045","2.7.1.2","62.1","","","","1"
"2017-04","Toronto, Ontario","2021S0503535","Employment rate","Standard error of estimate","Seasonally adjusted","Percent","239","units","0","v1642720046","2.7.2.1","0.6","","","","1"
"2017-04","Toronto, Ontario","2021S0503535","Employment rate","Standard error of month-to-month change","Seasonally adjusted","Percent","239","units","0","v1642720048","2.7.3.1","0.4","","","","1"
"2017-04","Toronto, Ontario","2021S0503535","Employment rate","Standard error of year-over-year change","Seasonally adjusted","Percent","239","units","0","v1642720050","2.7.4.1","0.8","","","","1"
"2017-04","Vancouver, British Columbia","2021S0503933","Population","Estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642720052","3.1.1.1","2210.0","","","","1"
"2017-04","Vancouver, British Columbia","2021S0503933","Population","Estimate","Unadjusted","Persons in thousands","428","units","0","v1642720053","3.1.1.2","2210.0","","","","1"
"2017-04","Vancouver, British Columbia","2021S0503933","Labour force","Estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642720060","3.2.1.1","1505.0","","","","1"
"2017-04","Vancouver, British Columbia","2021S0503933","Labour force","Estimate","Unadjusted","Persons in thousands","428","units","0","v1642720061","3.2.1.2","1494.6","","","","1"
"2017-04","Vancouver, British Columbia","2021S0503933","Labour force","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642720062","3.2.2.1","17.9","","","","1"
"2017-04","Vancouver, British Columbia","2021S0503933","Labour force","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","units","0","v1642720064","3.2.3.1","11.6","","","","1"
"2017-04","Vancouver, British Columbia","2021S0503933","Labour force","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","units","0","v1642720066","3.2.4.1","22.9","","","","1"
"2017-04","Vancouver, British Columbia","2021S0503933","Employment","Estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642720068","3.3.1.1","1429.2","","","","1"
"2017-04","Vancouver, British Columbia","2021S0503933","Employment","Estimate","Unadjusted","Persons in thousands","428","units","0","v1642720069","3.3.1.2","1418.5","","","","1"
"2017-04","Vancouver, British Columbia","2021S0503933","Employment","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642720070","3.3.2.1","18.4","","","","1"
"2017-04","Vancouver, British Columbia","2021S0503933","Employment","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","units","0","v1642720072","3.3.3.1","11.5","","","","1"
"2017-04","Vancouver, British Columbia","2021S0503933","Employment","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","units","0","v1642720074","3.3.4.1","23.5","","","","1"
"2017-04","Vancouver, British Columbia","2021S0503933","Unemployment","Estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642720076","3.4.1.1","75.8","","","","1"
"2017-04","Vancouver, British Columbia","2021S0503933","Unemployment","Estimate","Unadjusted","Persons in thousands","428","units","0","v1642720077","3.4.1.2","76.1","","","","1"
"2017-04","Vancouver, British Columbia","2021S0503933","Unemployment","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642720078","3.4.2.1","7.5","","","","1"
"2017-04","Vancouver, British Columbia","2021S0503933","Unemployment","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","units","0","v1642720080","3.4.3.1","8.0","","","","1"
"2017-04","Vancouver, British Columbia","2021S0503933","Unemployment","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","units","0","v1642720082","3.4.4.1","10.7","","","","1"
"2017-04","Vancouver, British Columbia","2021S0503933","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1642720084","3.5.1.1","5.0","","","","1"
"2017-04","Vancouver, British Columbia","2021S0503933","Unemployment rate","Estimate","Unadjusted","Percent","239","units","0","v1642720085","3.5.1.2","5.1","","","","1"
"2017-04","Vancouver, British Columbia","2021S0503933","Unemployment rate","Standard error of estimate","Seasonally adjusted","Percent","239","units","0","v1642720086","3.5.2.1","0.5","","","","1"
"2017-04","Vancouver, British Columbia","2021S0503933","Unemployment rate","Standard error of month-to-month change","Seasonally adjusted","Percent","239","units","0","v1642720088","3.5.3.1","0.5","","","","1"
"2017-04","Vancouver, British Columbia","2021S0503933","Unemployment rate","Standard error of year-over-year change","Seasonally adjusted","Percent","239","units","0","v1642720090","3.5.4.1","0.7","","","","1"
"2017-04","Vancouver, British Columbia","2021S0503933","Participation rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1642720092","3.6.1.1","68.1","","","","1"
"2017-04","Vancouver, British Columbia","2021S0503933","Participation rate","Estimate","Unadjusted","Percent","239","units","0","v1642720093","3.6.1.2","67.6","","","","1"
"2017-04","Vancouver, British Columbia","2021S0503933","Participation rate","Standard error of estimate","Seasonally adjusted","Percent","239","units","0","v1642720094","3.6.2.1","0.8","","","","1"
"2017-04","Vancouver, British Columbia","2021S0503933","Participation rate","Standard error of month-to-month change","Seasonally adjusted","Percent","239","units","0","v1642720096","3.6.3.1","0.5","","","","1"
"2017-04","Vancouver, British Columbia","2021S0503933","Participation rate","Standard error of year-over-year change","Seasonally adjusted","Percent","239","units","0","v1642720098","3.6.4.1","1.1","","","","1"
"2017-04","Vancouver, British Columbia","2021S0503933","Employment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1642720100","3.7.1.1","64.7","","","","1"
"2017-04","Vancouver, British Columbia","2021S0503933","Employment rate","Estimate","Unadjusted","Percent","239","units","0","v1642720101","3.7.1.2","64.2","","","","1"
"2017-04","Vancouver, British Columbia","2021S0503933","Employment rate","Standard error of estimate","Seasonally adjusted","Percent","239","units","0","v1642720102","3.7.2.1","0.8","","","","1"
"2017-04","Vancouver, British Columbia","2021S0503933","Employment rate","Standard error of month-to-month change","Seasonally adjusted","Percent","239","units","0","v1642720104","3.7.3.1","0.5","","","","1"
"2017-04","Vancouver, British Columbia","2021S0503933","Employment rate","Standard error of year-over-year change","Seasonally adjusted","Percent","239","units","0","v1642720106","3.7.4.1","1.1","","","","1"
